AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.836700199408 (0.0034812099087),0.934866666667 (0.00104668789787),"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1.0,
          n_estimators=10, random_state=None)",0.43215510458 (0.0182944514978),0.334853234488 (0.0151150111929),0.196429651529 (0.00893993947685),0.185551369947 (0.00708315176651),0.0893635203366 (0.00437472124137),0.0704573287328 (0.0065936845452),0.0668457111921 (0.00160183871482),0.337574586938 (0.00465680406042),0.526183592348 (0.0118677212316),0.732918393172 (0.00798905431736),0.744298870136 (0.0123213711366),0.96021027986 (0.00498393660609),0.993360572012 (0.0132788559755),1.0 (0.0),0.378843265761 (0.00691835681037),0.408880534997 (0.00930267294242),0.309706917862 (0.0111076092836),0.296935200332 (0.00854738748962),0.163473735925 (0.00726853643845),0.131488282614 (0.0112576248931),0.125310446436 (0.00281553831745),0.0287425994873 (0.00211722050284),1.60232224464 (0.0400989802505)
0.864571510959 (0.00295441960691),0.9374 (0.001056619347),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.482611592272 (0.0132616775854),0.364611796068 (0.0102865878742),0.243726045659 (0.00597636864961),0.209652046394 (0.0048616146324),0.123778414772 (0.0030006590923),0.0871961246167 (0.00210902813523),0.0779969412964 (0.001868832932),0.361277510711 (0.00597164771731),0.545682073142 (0.00814219067538),0.729397747557 (0.00210585403074),0.78427864643 (0.00194072159129),0.925998423874 (0.00458609118383),0.978454940285 (0.00259544077067),0.99192313616 (0.00137746383133),0.413163577522 (0.00762915062697),0.437077644344 (0.00905564599757),0.365326495677 (0.00678663248531),0.330827539543 (0.00601212554137),0.218354497468 (0.00469388852449),0.160115795502 (0.00356205416976),0.144616325097 (0.00321358300198),0.147143936157 (0.00149014758725),4.79737200737 (0.0474656263353)
0.864414710394 (0.00308906358339),0.937026666667 (0.0010912581933),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.483011325783 (0.0139493695705),0.365011662779 (0.0100467478221),0.24369271788 (0.00615942074408),0.209598720171 (0.00539583912895),0.123965068995 (0.00291752150028),0.0871516821475 (0.00214007910235),0.0779649727392 (0.00193638821725),0.361585518075 (0.00718906358508),0.546271431818 (0.00678382145944),0.72928998002 (0.00346921893037),0.784035806881 (0.00343804709282),0.927415045775 (0.00549731341628),0.977950337681 (0.0035226255041),0.991504058018 (0.00194210141385),0.413511586762 (0.00872456361538),0.437554028944 (0.00851271567627),0.365275495578 (0.00708706438535),0.330739506198 (0.00686889903206),0.218684337155 (0.00455386112952),0.160034110379 (0.00362101954726),0.144556915144 (0.00333912291103),0.147757434845 (0.00104576720991),4.80062699318 (0.0599570755265)
0.864621124747 (0.00292358893708),0.937153333333 (0.00109475517304),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.483488298638 (0.0133574958956),0.365678107298 (0.0100732377991),0.24369271788 (0.0064164413601),0.209465404613 (0.00528266157562),0.12383174455 (0.00277833556715),0.0872227900982 (0.00215233735955),0.0779498843183 (0.00188054637053),0.362178694449 (0.00628155328246),0.547275753627 (0.00733812048128),0.729270033407 (0.00354739137666),0.783543646406 (0.00238420153429),0.926437438129 (0.00474999788489),0.97874393196 (0.00307650780232),0.991321519333 (0.00174525334422),0.414078108915 (0.00796513241541),0.438355102923 (0.00864669285808),0.36527301221 (0.00746533122545),0.330529721914 (0.00667783198006),0.218449688975 (0.00430276601499),0.160164624657 (0.00364220320224),0.14452904008 (0.00323556640056),0.14690656662 (0.000891414264495),4.83447384834 (0.0377507727147)
0.86423774796 (0.00318188549034),0.937053333333 (0.00129316150061),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.480879413724 (0.0119281741865),0.363745418194 (0.010269734876),0.243259456757 (0.00567199237447),0.20991867751 (0.0057654008153),0.123871741884 (0.00285619424835),0.0871427936536 (0.00223159618191),0.0779890984667 (0.00189958451391),0.360002050036 (0.00563433676385),0.544365961961 (0.00676552141441),0.728021730218 (0.00183077086856),0.785199180598 (0.00420527766274),0.926722047472 (0.00450127672695),0.977822876242 (0.00291895375003),0.99181390912 (0.00145398175291),0.411694612568 (0.00670947205615),0.436032808119 (0.00874789253092),0.364629661157 (0.00632983142829),0.33124146547 (0.00745299068154),0.218519839583 (0.00443843120404),0.160017415039 (0.00378688722254),0.144601683332 (0.00327067654577),0.148296785355 (0.00177278762367),4.8509086132 (0.0847117126924)
0.863923834829 (0.00287801682232),0.93724 (0.00121498056683),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.482611592272 (0.012489495702),0.365678107298 (0.0110710055473),0.243226128979 (0.00607315898944),0.209038794827 (0.00465422159938),0.123765082328 (0.00258374381372),0.087178347629 (0.00217388647134),0.0779734128073 (0.00193236246593),0.36129943454 (0.00624272448226),0.547268150053 (0.00959823056522),0.727891999541 (0.00153535188658),0.782004847805 (0.00317703246172),0.925972448284 (0.00522294043953),0.978237543362 (0.00255896789284),0.991604112515 (0.00133037051092),0.413177892191 (0.00737555539762),0.438352776223 (0.010147556288),0.364575974202 (0.00692727944194),0.329861654035 (0.00570790977696),0.218333023678 (0.00395962139936),0.160082910681 (0.0036806638904),0.144572488358 (0.00333109505638),0.154408836365 (0.0149964576756),2.45621500015 (0.0478201930749)
0.86428640969 (0.00275048987876),0.937073333333 (0.00123691372195),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.478614257162 (0.0110086089624),0.365144951683 (0.0106576960586),0.243126145642 (0.00605979306159),0.209625383282 (0.00564578402384),0.123778414772 (0.00283338756765),0.0871516821475 (0.00218898899712),0.0779185129995 (0.00183897214988),0.358306846518 (0.00458708465972),0.546470539242 (0.00857937718741),0.727594902125 (0.00207814874396),0.784114736339 (0.00414772407089),0.92603170663 (0.00532789525849),0.977933302463 (0.00225485921025),0.990933860065 (0.00115679201097),0.409755722775 (0.00553354290631),0.437713795352 (0.00951942679037),0.364426373997 (0.00691744151284),0.330779720265 (0.00726591877782),0.218355427578 (0.00440524033135),0.160033875857 (0.00370770570008),0.1444709959 (0.00315836691111),0.16293182373 (0.000889147888431),2.43487195969 (0.0589909969206)
0.864063153859 (0.00285028875769),0.937173333333 (0.00112317011673),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.484210526316 (0.0125022828576),0.364478507164 (0.0104238399446),0.243126145642 (0.00639511356291),0.209145447274 (0.00546522247636),0.123685087661 (0.00293271354599),0.0870539087152 (0.00215119914915),0.0779498843183 (0.00187054365503),0.362489427275 (0.00588752150087),0.545465423854 (0.00742157810703),0.727578554764 (0.00420057892047),0.782334678349 (0.00407962946842),0.925309295113 (0.00401942750703),0.976847952714 (0.00287170682275),0.991324141106 (0.00159280951044),0.414542330321 (0.00716593656832),0.436912380542 (0.00903504548683),0.364424288837 (0.00746134624962),0.330023795514 (0.00699536774215),0.218190112627 (0.00457139227949),0.159854493303 (0.00363971601948),0.144529069559 (0.00321705506633),0.143874168396 (0.00205643914942),4.09313955307 (0.0462042821598)
0.863834803171 (0.00289195348827),0.937153333333 (0.000943186089804),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.483011325783 (0.0114698676704),0.364878373875 (0.00990965127018),0.24297635388 (0.00613866763615),0.209332089055 (0.00578743090369),0.123605092994 (0.00299324514016),0.0870805741967 (0.00214074350541),0.0779341986589 (0.00181058989442),0.361584866518 (0.00402561732156),0.5460746773 (0.00652723666599),0.727197562245 (0.00417162127658),0.783000496378 (0.00397321690682),0.924702952453 (0.00474111705757),0.977149888685 (0.0028890103229),0.991141981366 (0.00106198263055),0.413511039472 (0.00544142983517),0.437395147765 (0.00832423410543),0.364208401857 (0.00709733117564),0.330315432648 (0.00748388376873),0.218048778516 (0.00468284758197),0.15990349992 (0.00362097757527),0.144500168993 (0.00310537770089),0.144806003571 (0.000380688242327),4.12365016937 (0.02590945789)
0.863798935349 (0.00291132181003),0.937186666667 (0.00109739084499),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.481945369753 (0.0121654493916),0.36467844052 (0.00987957638665),0.242892851191 (0.00586284792807),0.209172110385 (0.00575577473535),0.123605092994 (0.00291349758306),0.0870805741967 (0.00223993572039),0.0780204697855 (0.00188188694397),0.36077461271 (0.00411517519062),0.545775298356 (0.0063831217394),0.726919467618 (0.00413536360841),0.782403040505 (0.00356400894077),0.924717369153 (0.0047389964427),0.977125363228 (0.00390143996061),0.992218204516 (0.00118659469476),0.412590478404 (0.00595714170272),0.437155419314 (0.00826535020401),0.364079551036 (0.00668949265462),0.330063077997 (0.00742904156984),0.218049175887 (0.00454234897715),0.159903173399 (0.00380434731422),0.14465990655 (0.00323764759398),0.14457821846 (0.000963782209607),4.09669418335 (0.0410688021091)
0.84878859944 (0.00403751878583),0.93478 (0.00118050836507),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=10, random_state=None)",0.459386480632 (0.0137735297277),0.342943442388 (0.0116086885011),0.211763594794 (0.0189577224351),0.194471472575 (0.00742664720469),0.113011658629 (0.00466116136293),0.0833740637901 (0.00274804789109),0.0722201496037 (0.00338624355995),0.350583869312 (0.00524452699868),0.521376503691 (0.0134406352966),0.72442086189 (0.00929034416751),0.751034326156 (0.016066674456),0.933936279993 (0.00511673069108),0.97722780693 (0.00591331095662),0.995638109683 (0.0036984137684),0.39762461966 (0.00779120472335),0.413674023321 (0.0116887535538),0.327154730629 (0.0218158902441),0.308820221958 (0.0090501993397),0.201586431758 (0.00730245350593),0.153624193634 (0.00461186499148),0.134650116914 (0.00585444787027),0.0538588047028 (0.00751592194544),1.76431217194 (0.034874547182)
0.860243579514 (0.00269433187215),0.9358 (0.0013977760113),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=100, random_state=None)",0.478214523651 (0.0109341709468),0.359813395535 (0.0124758698667),0.239802993315 (0.00565503449849),0.20711756007 (0.00543813778819),0.123541676806 (0.00278215203941),0.087244736036 (0.00199829562671),0.0778282483979 (0.0017298005052),0.35801280952 (0.00485506260975),0.538432558012 (0.0104219384751),0.717760141657 (0.00503898483459),0.774846740118 (0.00320298707431),0.924330873376 (0.0026180767149),0.979087468162 (0.0041336929111),0.98996804698 (0.00283947289645),0.409416823662 (0.00564748936974),0.431304162401 (0.0117169294066),0.35945889426 (0.00644485594704),0.32683277516 (0.00695468698636),0.217939817375 (0.00429993801778),0.160206249158 (0.00336245966594),0.144305641357 (0.00295913278566),0.366114664078 (0.0787128102126),13.3713963985 (3.050377797)
0.859857398054 (0.00222021060705),0.936 (0.00136821051012),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=200, random_state=None)",0.479013990673 (0.0103896541983),0.36034655115 (0.0108848977718),0.2395934011 (0.00545028924426),0.206793701833 (0.00480626681021),0.123360111991 (0.00274845252664),0.0871953460538 (0.00197260786892),0.0778002484051 (0.0017591221819),0.358620033905 (0.00481111033856),0.539272341621 (0.00836924830927),0.717073572569 (0.00494672993394),0.773605482623 (0.00180228985013),0.922941295017 (0.00290476969322),0.978493464553 (0.00342469251126),0.989462137761 (0.00224564570361),0.41010693769 (0.00527262471166),0.431956598271 (0.0097515834062),0.35913752998 (0.00614782676637),0.326318785507 (0.00594449681611),0.217618608398 (0.0042414529518),0.160114997826 (0.00331272386183),0.14425206368 (0.00301126765476),0.595850372314 (0.0949817529215),21.0720359325 (4.88226804381)
0.83497882654 (0.00566193343171),0.93472 (0.00178146007533),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442344274849 (0.0202483912315),0.342134183249 (0.0108731105991),0.218957335094 (0.00623255146058),0.196598868719 (0.00940384038515),0.117051219976 (0.00237687139358),0.0822351326104 (0.0019480518694),0.0747628679419 (0.00112147776521),0.350006769784 (0.010261200692),0.519405595089 (0.00960506869274),0.715082903326 (0.0151321512703),0.757373710127 (0.00625301788977),0.901894864547 (0.0115951003044),0.958180823738 (0.00597759524733),0.968762072201 (0.00682837363916),0.390397105996 (0.00780164364815),0.412452526616 (0.0097117671019),0.335133472021 (0.0063484834856),0.312062952889 (0.0121720971995),0.207191881716 (0.00355603564805),0.151463865943 (0.00330475537607),0.138810416909 (0.00193159439742),0.0036937713623 (0.000253970444756),0.291029167175 (0.0157231003248)
0.859086595809 (0.00282578915438),0.935706666667 (0.00139799856938),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=50, random_state=None)",0.474822200202 (0.0131498112234),0.358334663318 (0.0115820650742),0.238495197367 (0.00641877965834),0.205901465332 (0.00561365112569),0.123447173823 (0.00295785684131),0.0871650633248 (0.00190452051224),0.0777658323996 (0.00178897336495),0.355482687359 (0.00523659286887),0.536480405783 (0.0105843966455),0.713819811266 (0.00635636684432),0.770353533969 (0.00580678444864),0.923999005257 (0.00259005684545),0.978311719447 (0.00401663238421),0.98955872445 (0.00235538789794),0.406518017316 (0.0071901529832),0.429615427386 (0.0109473270753),0.357495605411 (0.00763868285808),0.324918727129 (0.00729278064302),0.217783596359 (0.00461304746951),0.160061548866 (0.00318997519473),0.144193823052 (0.00306477355484),0.243587398529 (0.0271487075265),8.18403706551 (0.888232323682)
0.855925170649 (0.00365470339123),0.9351 (0.00129529061518),"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None,
          learning_rate=1.0, n_estimators=25, random_state=None)",0.466494653117 (0.0141087095109),0.354856073061 (0.0105297112745),0.233858199315 (0.00618591193443),0.20390878242 (0.00622631578272),0.122981411134 (0.0026161360503),0.0867322631671 (0.00181636616516),0.0776674668046 (0.00170562594335),0.350474742705 (0.00521924674017),0.532456135781 (0.0108682039206),0.711634052054 (0.00439881362727),0.768261943673 (0.0078081656636),0.923534316468 (0.00307837475727),0.977601805893 (0.00525492488109),0.99026606482 (0.00206770535779),0.400184572025 (0.00768531890567),0.425816962225 (0.00994886263194),0.351984547345 (0.0070535055297),0.322236971829 (0.00809435317227),0.217046895141 (0.00404682125101),0.159322926162 (0.00305585301758),0.144032473308 (0.00291671151185),0.134726381302 (0.00852491059149),4.54781179428 (0.0856552790046)
0.84071813126 (0.0038834340398),0.934766666667 (0.00132211951048),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442735095882 (0.0199873745981),0.335653913056 (0.0110803877125),0.223611142643 (0.00619767961746),0.198018020078 (0.00406088948164),0.11696100459 (0.00394042276033),0.0834337108905 (0.00105027637565),0.0735229836013 (0.00354760894928),0.339546886999 (0.0060085555461),0.522054900036 (0.00587366353153),0.705503691605 (0.01557596673),0.760212124186 (0.00706396066973),0.910272828931 (0.00942934357662),0.964705748428 (0.00484610932756),0.980567007195 (0.00322374879061),0.384210914657 (0.0104652682262),0.408435580997 (0.00741177942774),0.33945479294 (0.00602060287324),0.314166962635 (0.00507608423712),0.207258358512 (0.00612491794288),0.153583829836 (0.00184015387257),0.13676774911 (0.0061384905255),0.00463418960571 (0.000643351839297),0.343038034439 (0.0177061058561)
0.827198501795 (0.00430443020883),0.9343 (0.00107538106941),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.437282166636 (0.0157717385611),0.340253117862 (0.00721754587721),0.220572690963 (0.00572083493816),0.193322024724 (0.00575133520977),0.115466220729 (0.00208059742342),0.0791583453214 (0.00438421606971),0.0728793818297 (0.00227084926752),0.335946855752 (0.00819731569284),0.514639959004 (0.00802375360789),0.70460247841 (0.00757197022324),0.753310169934 (0.0124439792857),0.892956733992 (0.00950146103622),0.950571738361 (0.00519419478071),0.961039839941 (0.00294923942446),0.379851570844 (0.00924321058348),0.40962300311 (0.0068349798259),0.335936516084 (0.00697648419997),0.307615550253 (0.00719350545815),0.20448113573 (0.0032743794281),0.146108801946 (0.00740563592354),0.135474771517 (0.00391042682995),0.00469851493835 (0.000630306147381),0.469256591797 (0.0674367235959)
0.842087668074 (0.00485003743137),0.93656 (0.00143981480291),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.473417721519 (0.0129501045328),0.355814728424 (0.0098566220541),0.235386066112 (0.00590976783918),0.201653112918 (0.00577956386854),0.119165388974 (0.00350483568898),0.0860495089107 (0.0022581673004),0.0773146151131 (0.00175591831724),0.354380049681 (0.00472742682381),0.532519811459 (0.00770345846491),0.704467140117 (0.00509455544308),0.754264706537 (0.00520444796684),0.891383635429 (0.00724275571135),0.965540624059 (0.00310782106419),0.983278340961 (0.00297249987634),0.405282784846 (0.00681396217697),0.426533047674 (0.00857656619251),0.352829258938 (0.00686760715263),0.318197257432 (0.00755009990447),0.210213855561 (0.00560671321218),0.158009650437 (0.00383866156855),0.143351547506 (0.00300747925856),0.121771383286 (0.00119786005596),1.35728178024 (0.016618365773)
0.835786933368 (0.00329410397685),0.934113333333 (0.00160369018898),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.446474789282 (0.0209693435744),0.343136484914 (0.00862532271183),0.219683022166 (0.00790846226223),0.193356499174 (0.00594369056842),0.112991895785 (0.00295493199005),0.0824317619311 (0.00286817507366),0.0708773214719 (0.00264060867712),0.336974388773 (0.00992901283355),0.517252012182 (0.0073127886325),0.703675500538 (0.0111934712192),0.759278985262 (0.0111310102057),0.906652493198 (0.00900919238663),0.964147358028 (0.00376185778385),0.980283010495 (0.00419831417526),0.384023039234 (0.0139530513959),0.412509141874 (0.00710936526511),0.334747848205 (0.00930338945822),0.308153121242 (0.00737715105028),0.2009229568 (0.00462028854241),0.151862314077 (0.0048265728088),0.132183094718 (0.00457283136468),0.00447273254395 (0.000430910671941),0.328416919708 (0.0401539326268)
0.843349915051 (0.00478316087605),0.93664 (0.00128847886198),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.473684210526 (0.0157262386396),0.356081306231 (0.0101828709723),0.23469421763 (0.00584672214887),0.201839754699 (0.00549868095275),0.11927204853 (0.00322672702187),0.0861561708369 (0.00229722431286),0.0774871573664 (0.00180009600288),0.354528941598 (0.0056242204243),0.53291342093 (0.00829207531289),0.702381385635 (0.00554824499138),0.75499326709 (0.00523980127887),0.892244175021 (0.00768430005645),0.966730673849 (0.00410828701255),0.985460025652 (0.00266323577879),0.405478011049 (0.0088665247742),0.426850861228 (0.00902888331936),0.351790074969 (0.00678952152324),0.318494461775 (0.00712446923729),0.210403742179 (0.00513092355782),0.158205417204 (0.00391127132522),0.143671329551 (0.00308864244982),0.134143590927 (0.00131567094617),2.55462641716 (0.0149347565193)
0.843627664529 (0.00454737416783),0.936573333333 (0.00154594810895),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.478081279147 (0.0162842010579),0.357947350883 (0.0108987623308),0.234494250958 (0.00578925676615),0.202106385815 (0.00570740081113),0.119098726752 (0.00286123080941),0.0862361672815 (0.00233576359531),0.0774479432179 (0.00183579183796),0.357846062423 (0.00757810449205),0.535664006605 (0.00739341527351),0.701788892152 (0.00580152375484),0.755974540522 (0.00593356811395),0.890994851096 (0.00439505700953),0.967618698912 (0.00453539091964),0.984950875903 (0.00275385381805),0.409259065058 (0.0101557496441),0.429074315651 (0.00952588770749),0.351491110621 (0.00672379327105),0.318913780933 (0.00745928265949),0.210099300402 (0.00446791989298),0.158352189479 (0.00398256465357),0.14359850765 (0.00315488775916),0.133899354935 (0.00165143164933),2.56310896873 (0.0335360738123)
0.842241379939 (0.00462636520102),0.93682 (0.00140358271735),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.473950699534 (0.0142428340217),0.357747417527 (0.00890794783351),0.23392767872 (0.00628597601048),0.201413144914 (0.00582660675157),0.119177144845 (0.00294041236178),0.0861561708369 (0.00224028840508),0.0774322575585 (0.00180395312426),0.354761899913 (0.00544916312217),0.535430639161 (0.00607437366849),0.70005430543 (0.00587260094049),0.753387057554 (0.0080140381888),0.891598783351 (0.00729183240983),0.966745303706 (0.00373168077123),0.9847606748 (0.00275795883349),0.405727994371 (0.00794448354303),0.428855782513 (0.00722878570196),0.350637020659 (0.00744965095815),0.317820351243 (0.0077114035934),0.210238112241 (0.00462991587087),0.158205620963 (0.0038074612471),0.143569524888 (0.00309602581528),0.131967449188 (0.000675379088566),2.56230344772 (0.0122516712903)
0.842196543914 (0.00480468208437),0.936593333333 (0.00136453492281),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.475016655563 (0.0163299279945),0.357614128624 (0.00918243500148),0.233794367605 (0.00541204543352),0.201114284913 (0.00571775212849),0.119205386308 (0.00324759301202),0.0860672858984 (0.00224257950359),0.0773604588546 (0.00184018932626),0.355528362507 (0.00661786522406),0.535213066804 (0.00531694429213),0.699717519737 (0.00549405408749),0.752291276624 (0.00718718016037),0.891739281371 (0.00737488873488),0.965746852422 (0.00374490379316),0.983850531674 (0.00241309900412),0.406619947073 (0.00967295988725),0.42869021854 (0.00737351993009),0.35044495682 (0.00616206751571),0.317350813372 (0.00752366490353),0.210285967628 (0.00516386970478),0.158042387869 (0.00381177503023),0.143436433973 (0.00316325760013),0.132701730728 (0.000468729219016),2.56385183334 (0.0186935567386)
0.841460432797 (0.00503407762367),0.936393333333 (0.00127617483999),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.469420386409 (0.0167993790939),0.355948017328 (0.0101102071638),0.233661056491 (0.00616014202996),0.201279829356 (0.00596825031379),0.118830540391 (0.00288722729488),0.0861482975053 (0.00220424631957),0.0773845916555 (0.00184832884052),0.351354577137 (0.00806544652938),0.532721550545 (0.00841646654461),0.699269861272 (0.00640058002207),0.752859237406 (0.00681643821397),0.888996473236 (0.00485832890334),0.966757474934 (0.00460702208746),0.984147275945 (0.00231347080983),0.401839342345 (0.0107339968439),0.426693755482 (0.00901136192479),0.35023901341 (0.00729563275252),0.31760739373 (0.00788010601446),0.209626411191 (0.00451814064639),0.158192546103 (0.00374449105349),0.143481071733 (0.00317808648311),0.15048699379 (0.00117501918395),0.687034988403 (0.00943109322021)
0.840691735009 (0.00506297967953),0.93672 (0.00178395316331),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=20, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.47235176549 (0.0111480349971),0.356014661779 (0.00909299988047),0.233594400933 (0.00557122444765),0.200373283562 (0.00539162136359),0.118712085861 (0.00330429514292),0.0860850628861 (0.00219457615032),0.0773930434101 (0.00191894666903),0.353617948909 (0.00482307446663),0.532829914661 (0.00616080287164),0.699109955351 (0.00575412018491),0.749507817861 (0.00420687192213),0.888036765228 (0.00750854972895),0.965962785163 (0.00426345757178),0.984228713843 (0.00346033121601),0.404393786639 (0.00581105783142),0.426776326104 (0.00746799319734),0.350144064818 (0.00641119835701),0.316180460719 (0.00694829651339),0.209415396777 (0.00526376552727),0.158075249064 (0.00372523013875),0.143496464268 (0.00331027528634),0.121506404877 (0.000872030251869),1.35360069275 (0.015134132245)
