AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.857768781619 (0.00361240591803),0.936186666667 (0.00126519212419),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.474762843844 (0.0152935834159),0.360565595456 (0.0114979505208),0.239326984289 (0.00785997602139),0.206126985432 (0.00605809399634),0.123171125321 (0.00298665826637),0.0868568596311 (0.002019183728),0.0777626664426 (0.00190773875499),0.355436905663 (0.00529880156679),0.539757106068 (0.00879394253091),0.716213629874 (0.0091060124265),0.770995352797 (0.00419195592854),0.921616554726 (0.00481975875556),0.974688813008 (0.00304806553667),0.989528011622 (0.00210190449243),0.406465606603 (0.00844031979799),0.432267279252 (0.0103471867702),0.358730615541 (0.00976964049538),0.325256508519 (0.00791988670347),0.217287421402 (0.00466731841844),0.159493344404 (0.00339851839332),0.144187932251 (0.00328233053222),0.15606341362 (0.00106713507162),1.31538681984 (0.0613018634451)
0.863067348548 (0.00305320405454),0.936853333333 (0.00120583765261),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.48181212525 (0.0122294938367),0.363678773742 (0.00983451742523),0.242126312281 (0.00517171531179),0.209038794827 (0.00558845080029),0.123591760549 (0.00307369958893),0.0870531317323 (0.00211495472898),0.0779106701698 (0.00187694497965),0.360714982419 (0.00676937551899),0.544278522627 (0.0062217515983),0.724666263419 (0.00303104628174),0.781918561981 (0.00314169610331),0.924592526232 (0.00549824920096),0.976857403769 (0.00273057802033),0.990822377297 (0.0010142045442),0.412502617494 (0.0075862290652),0.435956782211 (0.00818776134025),0.362935641075 (0.00560624936404),0.32985400703 (0.00717018646998),0.218024969874 (0.00482983369977),0.159853312359 (0.00357325028481),0.144456329352 (0.00322871184651),0.161320400238 (0.00163554346872),2.05461292267 (0.0272850441035)
0.85613898234 (0.00328250849703),0.93664 (0.00153397088195),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=20, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.472218520986 (0.0124951804978),0.357547484172 (0.0116255892987),0.239160139977 (0.00700391020519),0.206265831223 (0.00557724485386),0.122471835211 (0.00327511709546),0.0866805919737 (0.00212034829706),0.0776283283009 (0.00186596725363),0.353503361811 (0.00562430559432),0.535021148793 (0.00678422781043),0.715655503238 (0.00519509855244),0.771549702596 (0.0051167296011),0.916161536342 (0.00387466946579),0.972666644916 (0.0035738431609),0.987236180077 (0.0025176750763),0.404270235392 (0.0070997649661),0.428581195274 (0.0101727702294),0.358472944525 (0.00840795735109),0.325478791052 (0.00722225149016),0.216047866336 (0.00517532471537),0.159169092296 (0.00358641703562),0.143932874673 (0.00321018034826),0.129600334167 (0.000671934576863),2.90540118217 (0.0746781631465)
0.852294114359 (0.00230050744314),0.936633333333 (0.00132379924628),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.479413724184 (0.011247919835),0.359546817727 (0.00952572815694),0.238860189968 (0.0065322446259),0.205252632982 (0.00596002555686),0.121370381716 (0.00294646264099),0.086516420655 (0.00202952253928),0.0774956634999 (0.00184362881193),0.35889167095 (0.0038209815842),0.53810274749 (0.00621848365959),0.714802154835 (0.00579989971666),0.767729154337 (0.00684792748752),0.908038227298 (0.00319310861913),0.9712042091 (0.00413321668647),0.986642908559 (0.00189933997632),0.410431025197 (0.00520373276438),0.431006485178 (0.00793213147817),0.358028918352 (0.00777318939841),0.323877330933 (0.00785969158427),0.214108096987 (0.0046028811838),0.158872491336 (0.0034164777162),0.143698493087 (0.00316871595471),0.134814023972 (0.000941900012517),3.0325920105 (0.0484726186466)
0.838946072742 (0.00386867266403),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.448783902541 (0.010285505505),0.346216059142 (0.0129851757426),0.223680154566 (0.00815955817845),0.196689049782 (0.00736460430111),0.100094730811 (0.00778915867181),0.0758868594965 (0.006055161532),0.0684950962952 (0.00253972145399),0.342105028837 (0.00279952624702),0.530780083386 (0.00460689769608),0.720611813881 (0.0255534213324),0.770097819912 (0.0127528159933),0.931608572672 (0.015306528648),0.979513278125 (0.0167294049531),0.994435857805 (0.0111282843895),0.388212974361 (0.00506403921972),0.418928823388 (0.00964506331387),0.34115834237 (0.00863499232465),0.313228465113 (0.00877418047726),0.18062865885 (0.0123379506596),0.140772859338 (0.0102935184506),0.128145132033 (0.00434931517306),0.153947877884 (0.00143328196861),0.536673402786 (0.05377061724)
0.857939934412 (0.00317258589513),0.936153333333 (0.00128816838099),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.474750166556 (0.0136118244254),0.360613128957 (0.0109048734441),0.23856023996 (0.00722575142187),0.205725454802 (0.00624653731547),0.123128199514 (0.00296351579709),0.0868580755677 (0.00193294636406),0.077855282767 (0.00180582792897),0.355364978888 (0.00479355667723),0.539669565689 (0.00830024732736),0.713844837621 (0.00563017857139),0.76958084749 (0.00530398328527),0.92161821013 (0.00483895870021),0.974814119764 (0.00379906994213),0.990342715395 (0.00208480995902),0.406415374617 (0.00723941409248),0.432275000497 (0.00970053759229),0.357571636847 (0.00872467386369),0.324630991756 (0.00823438605932),0.217220700569 (0.00462750949445),0.159497056443 (0.00324060865827),0.144356094906 (0.00309939256756),0.156761360168 (0.000273530244998),1.32943015099 (0.0459203850048)
0.863305578821 (0.0028235784675),0.937306666667 (0.00113771701227),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.482345103264 (0.0137829186313),0.364611796068 (0.0106326622876),0.242726212298 (0.00588931178161),0.208372217038 (0.00597574998803),0.123551763216 (0.00303839360752),0.0870886699074 (0.00220863878416),0.0779094745096 (0.00177825406444),0.361044034317 (0.0043449254972),0.545645379712 (0.00657268586919),0.726409665701 (0.0020221097332),0.779393281876 (0.00515328591737),0.924297762432 (0.0051862488027),0.977231002127 (0.00304685998688),0.990852736979 (0.00129743097089),0.412913221267 (0.00707961603169),0.437065870474 (0.00907209073635),0.363828367384 (0.00666755676563),0.328799349839 (0.00780502617985),0.217954528635 (0.00476536649798),0.159918237177 (0.00374520481324),0.14445458694 (0.00304522541009),0.162145137787 (0.000495813594088),2.09750299454 (0.0468287207612)
0.859528383832 (0.00358404943993),0.937 (0.00125379424149),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=20, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.480213191206 (0.012886885986),0.361946017994 (0.00977063123814),0.241693051158 (0.00666438916637),0.208132249033 (0.00557469490637),0.122591827212 (0.0033288420097),0.0868761388383 (0.00212997691491),0.0778243990432 (0.0018384034456),0.359499105236 (0.006535771627),0.541687225416 (0.00629335264236),0.723282541002 (0.00671082090866),0.778528177245 (0.00362999112223),0.917055937353 (0.00529887945377),0.974856030114 (0.00248826348174),0.989737646304 (0.00188473249018),0.41112163355 (0.00780870806396),0.433880508085 (0.00817576513365),0.362275393881 (0.00797732088239),0.328423614863 (0.00716823463921),0.216259452615 (0.00527636409129),0.159528106569 (0.00360160683131),0.144296502864 (0.00315807763351),0.126699256897 (0.000567945111905),2.88685908318 (0.0319603019413)
0.857598620386 (0.00273296423638),0.937106666667 (0.000995858088953),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.478347768155 (0.0148912283235),0.363412195935 (0.00948273505139),0.241259790035 (0.00703160845426),0.207332355686 (0.00591079750536),0.122485167655 (0.00322264792839),0.0867872538998 (0.00211564825987),0.0776783408289 (0.00191490623771),0.358043010198 (0.00564525726424),0.543906717585 (0.00734464873103),0.72194747261 (0.00598908095438),0.775504289261 (0.00448650417475),0.916274731936 (0.004238476119),0.973864310568 (0.00324521699444),0.987919224547 (0.00255483671415),0.409485623983 (0.00839666284477),0.435646160412 (0.00809513509644),0.361621184204 (0.00846382379474),0.327158538739 (0.00769727367821),0.216071734061 (0.00508376730181),0.159364960975 (0.00357656167931),0.144026113659 (0.00330098387863),0.129038047791 (0.00155925837788),2.93818874359 (0.0673492330503)
0.843082012079 (0.00292792917551),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.447288733362 (0.0166851009727),0.337151442627 (0.0117675194337),0.223683123014 (0.00645917063939),0.192026525165 (0.00620840668941),0.102130779762 (0.0119645647873),0.0756779853119 (0.00618507155743),0.0687856110939 (0.00440210030969),0.348056251401 (0.0147697540624),0.545082850609 (0.0191032563195),0.695756324717 (0.0198792398848),0.768822842996 (0.0290741608939),0.937633050584 (0.024710686396),0.982471034859 (0.0143545825843),0.996630327056 (0.00673934588702),0.391325468659 (0.0136892013976),0.416437127713 (0.0117628337884),0.33838190061 (0.00664532884527),0.307094242118 (0.00644736045871),0.183865079223 (0.0188646405834),0.140445469889 (0.0105354253891),0.128650719805 (0.00760983247788),0.154700613022 (0.000560056084211),0.634632062912 (0.014969942639)
0.859087556223 (0.00350576076684),0.935793333333 (0.00129570229777),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=5, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.475549633578 (0.0134991873598),0.361497377845 (0.00963610731016),0.239464671237 (0.00688322248346),0.207161033733 (0.00514757202471),0.123451794539 (0.002900469397),0.0865767506895 (0.00191539930626),0.0777902980008 (0.00186919192821),0.355944672131 (0.00287668735819),0.541121483617 (0.00839412228737),0.716790150192 (0.00723830176748),0.774978787645 (0.00403766148268),0.923626249312 (0.0056346995265),0.974161324806 (0.00448809052253),0.990526891051 (0.00204745082248),0.407087547628 (0.00635809888771),0.433376119346 (0.00848389255928),0.358956001355 (0.00828664920483),0.326898606684 (0.00652369996864),0.217780332571 (0.00452839961004),0.159014836835 (0.00323482394059),0.144246271112 (0.00321556763939),0.156390047073 (0.000550204389641),1.47607107162 (0.0456184464256)
0.863943982047 (0.00303707088458),0.93726 (0.00122263831301),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.482211858761 (0.0127970230018),0.364078640453 (0.0104879820292),0.242892851191 (0.00603278825622),0.209678709505 (0.00534620321032),0.123725084994 (0.00277045502054),0.087178347629 (0.00204504908724),0.0780198540948 (0.00190107813979),0.360961057238 (0.00401974273024),0.54487934563 (0.00853462881336),0.726898260579 (0.00208613002082),0.784337791442 (0.00312106097531),0.925640479731 (0.00477225108402),0.978271267164 (0.00197854193623),0.992211916712 (0.000801754840353),0.412810127119 (0.0063159641655),0.436436857581 (0.00933500576377),0.364076892859 (0.00688142562921),0.330866023942 (0.00679084426664),0.218261557707 (0.0042892291014),0.160083361622 (0.00344359580232),0.144658781535 (0.00327295522978),0.163669776917 (0.000571449464992),2.48071379662 (0.0491313361834)
0.855057486986 (0.0041830181728),0.937006666667 (0.00137846936048),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.478214523651 (0.0151184078037),0.359613462179 (0.0111823750304),0.240493251125 (0.00661990701124),0.205945873883 (0.00571014050316),0.122031864542 (0.00315745390013),0.0865650415537 (0.00199811285561),0.0775957065823 (0.00190012987985),0.357946124242 (0.00618627063271),0.538150446042 (0.00765743051161),0.719672238493 (0.00375032227935),0.770338381389 (0.00512429408855),0.912896968752 (0.00491696929173),0.971401504487 (0.00335784846051),0.986827648482 (0.00314994176714),0.409373539045 (0.00881113591578),0.431069665973 (0.00987768378503),0.360474533738 (0.00780090660928),0.324972617795 (0.00742546697682),0.21527247126 (0.00497852350678),0.15895733026 (0.00336191654733),0.143872469277 (0.00327484927336),0.130235624313 (0.00125657768223),3.41914038658 (0.00668996430979)
0.850630952731 (0.00248136464124),0.937026666667 (0.00132016833943),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=50, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.470752831446 (0.0112794443358),0.357814061979 (0.00938102038241),0.238526912181 (0.00576926856812),0.204932675643 (0.00564061890924),0.121012444846 (0.00334439975674),0.0864686040827 (0.00205567374468),0.0773093452754 (0.00187060807703),0.352408620462 (0.00414087610857),0.535516022045 (0.00634276406697),0.713847970077 (0.00318024077081),0.766560831052 (0.0059883896988),0.905571253248 (0.00610987099465),0.970386739821 (0.00224302831741),0.984631264224 (0.00193052504099),0.403016880089 (0.00550816512959),0.428931487821 (0.00782796368026),0.357534638652 (0.00655531949859),0.323374866439 (0.00734554025206),0.213482836212 (0.00532432402159),0.15878109822 (0.00346458600222),0.143356992128 (0.00322308918606),0.132927751541 (0.00101933920634),3.5733962059 (0.0493699209137)
0.840552170094 (0.00288327391635),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.448250967115 (0.00920283418523),0.336435852946 (0.0045731600046),0.215293978736 (0.0121688497367),0.190502013554 (0.00455573084879),0.0991270191375 (0.0101296685531),0.0742366457918 (0.00476291636776),0.06684 (0.00160518603975),0.34125344833 (0.00746221442158),0.537743591144 (0.0349363399289),0.709180809611 (0.029815497893),0.761076552584 (0.017258151301),0.93904237531 (0.0198882631719),0.983165144198 (0.0137993659743),1.0 (0.0),0.387380060327 (0.00453488459241),0.413540580336 (0.0115865445039),0.329849843172 (0.0127172249271),0.304695122644 (0.00646691247478),0.179087403566 (0.0160509019597),0.137994720483 (0.00811924582604),0.125300392819 (0.00282143439235),0.154980230331 (0.000664000689216),0.659144020081 (0.0275717736631)
0.859431682916 (0.00299613245723),0.935986666667 (0.00131175878541),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=5, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.475016655563 (0.0141953869105),0.36034655115 (0.00976426511668),0.240259956674 (0.00639111753954),0.207316118279 (0.00584946293515),0.123378441437 (0.00294535395951),0.086899244056 (0.0020660219727),0.0778304605595 (0.00185238206959),0.355540819814 (0.00401930444317),0.539331025825 (0.00903376232586),0.719012757267 (0.00630009347701),0.775521916624 (0.00570832138049),0.923017514191 (0.00527448682126),0.976182753197 (0.00306819090053),0.990028466172 (0.00206708498042),0.40662820322 (0.00725416816065),0.431974937693 (0.00879146398178),0.360129442235 (0.00755716827654),0.327139682861 (0.00762539055098),0.217649240175 (0.00460456027449),0.159584568762 (0.00348026454122),0.144310094089 (0.00318590891113),0.156112575531 (0.000493610476285),1.47367782593 (0.0426647540936)
0.864063084305 (0.00348025090138),0.937086666667 (0.00115366083982),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.481545636243 (0.0132804068882),0.363745418194 (0.0105386774766),0.242859523413 (0.00629939100318),0.209438741501 (0.00545454540607),0.123791747217 (0.00284265726305),0.0872316785921 (0.00208328548313),0.077957727148 (0.00191788859427),0.360496326861 (0.00686195078793),0.544373786301 (0.00819918378883),0.726780866309 (0.00284802512564),0.783436166658 (0.00454067138932),0.926130701324 (0.00547867850474),0.978860192406 (0.002042963997),0.991409361012 (0.00165045185153),0.412262092391 (0.00819643264994),0.436035314711 (0.00931948519873),0.364024711022 (0.00728796202863),0.33048699531 (0.00698782137879),0.21837892548 (0.00442265783331),0.160181162186 (0.0035135334824),0.144543457465 (0.00330478401326),0.161742019653 (0.00196394990103),2.42318096161 (0.0609042264757)
0.858845331138 (0.00280681598692),0.937266666667 (0.0012200182148),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.48068025666 (0.0119260296477),0.363212262579 (0.010822287453),0.24189301783 (0.00567120900421),0.208398880149 (0.00562547424797),0.122151856543 (0.00335506402993),0.0868761388383 (0.0022148942448),0.0776361711305 (0.00185070840282),0.359918167833 (0.00665006385308),0.543561731768 (0.00808154660518),0.723933266411 (0.00278675055674),0.779517541485 (0.00260735626659),0.913755042378 (0.00488096468658),0.974833011038 (0.00279885602875),0.987339124603 (0.00190600622707),0.411567018462 (0.00738770419664),0.435391962305 (0.00960094920995),0.36258155691 (0.00636005401563),0.328843599419 (0.00722394197445),0.215483049174 (0.00532105627977),0.159527795786 (0.00375708094241),0.143947450804 (0.00318125136085),0.126351499557 (0.000883452272014),3.40345387459 (0.039260955121)
0.857223237726 (0.00370403000956),0.93708 (0.000994786409236),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=50, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.479946702199 (0.0142490653008),0.361346217927 (0.0104922160054),0.241493084486 (0.00701895996005),0.206799093454 (0.00553245109299),0.122298513432 (0.00337724267252),0.0867072574552 (0.00201457276703),0.0775499000039 (0.00176482838412),0.359258961482 (0.00590380419196),0.540768007536 (0.00704674363522),0.722644916201 (0.00559042613303),0.773563435813 (0.0067061337098),0.914857404189 (0.00655371764166),0.972997035954 (0.00412116754751),0.986268025765 (0.002605674779),0.410867042743 (0.00818163882478),0.433154605078 (0.00906314265757),0.361970718623 (0.00842184751836),0.326321868096 (0.0071925218552),0.215741927453 (0.00537204529261),0.159218468261 (0.00339304833014),0.143787774065 (0.00302321649211),0.128755235672 (0.000599217156355),3.44759874344 (0.047414472044)
0.839041372269 (0.00535456202644),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.453371663608 (0.0202767842527),0.343815738976 (0.0127038061444),0.226444633682 (0.0115075181735),0.197396638427 (0.00682130296911),0.102306509204 (0.0105144842957),0.0816691053429 (0.00209921593634),0.0684177495866 (0.00433863560806),0.342823966108 (0.00806232733998),0.527304171176 (0.00495332149273),0.688039538 (0.018494814331),0.756973580485 (0.0101944021408),0.929091724114 (0.0197739124815),0.967489100584 (0.00423618524328),0.996222760291 (0.00755447941889),0.390353131108 (0.0123787433096),0.416084066273 (0.0093966632468),0.340661552902 (0.0147699192194),0.313048296386 (0.00831563601789),0.184065634223 (0.0164814588489),0.150616744396 (0.00358464160677),0.128003269592 (0.0074903536516),0.153327322006 (0.00156610165496),0.514938402176 (0.0101216221636)
0.857790441371 (0.00335880690251),0.93604 (0.00123115122277),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.474350433045 (0.0135948577649),0.360613128957 (0.010994112849),0.238710389848 (0.00798252333742),0.205199306759 (0.00627824280525),0.123233062728 (0.00307568983743),0.0868675915342 (0.0020906576396),0.0777226606657 (0.00188064720524),0.355049046139 (0.00340966300443),0.539652908806 (0.00747742840156),0.71430620799 (0.00916382362794),0.767489850885 (0.00603478866483),0.922291220842 (0.00352180671911),0.974866097893 (0.0022602922344),0.989027382249 (0.00225343251303),0.406062326926 (0.00662922090267),0.432269684541 (0.00961739260199),0.357798374107 (0.00994104964019),0.323789471934 (0.00829584022055),0.21740263691 (0.0048178601626),0.159513832956 (0.00352891813911),0.144114063326 (0.0032375545091),0.156814670563 (0.000620952107877),1.33986825943 (0.052779116697)
0.863288154327 (0.00301126550663),0.93712 (0.00099075728612),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.480479680213 (0.0114342107677),0.364545151616 (0.00937059860226),0.242684755251 (0.00674076056315),0.209118784162 (0.00577033103753),0.123683469318 (0.0030892115444),0.0871605706413 (0.00221614234386),0.0779890984667 (0.00182561130197),0.359687009878 (0.00381303769594),0.545594399285 (0.00629406788964),0.726256188213 (0.00476784331027),0.782201204363 (0.00345264926593),0.925288097719 (0.00551204621772),0.978030038174 (0.00383150557341),0.991837235397 (0.0019939889645),0.411341939659 (0.00532555617442),0.437001578996 (0.00771789109902),0.363762588408 (0.00798656355228),0.329978733518 (0.00745074909043),0.218187003203 (0.00485648909069),0.160050162061 (0.0037604875888),0.144601932252 (0.00313409288581),0.162536001205 (0.00100194164254),2.10744380951 (0.0412433924392)
0.857209175999 (0.00310852909991),0.936873333333 (0.00126163914545),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.474083944037 (0.0146120080626),0.358613795402 (0.00930973138852),0.24062656224 (0.00670377312533),0.207359018797 (0.00651398969963),0.122191853876 (0.00347335128777),0.0869383582952 (0.00226183789746),0.0777459707462 (0.00190559781621),0.354869308727 (0.00648474189872),0.536711114514 (0.00590494372109),0.720085642055 (0.00670500500822),0.775563086172 (0.00797817024833),0.914028415038 (0.0044180107138),0.975518834524 (0.00300588677023),0.98871859095 (0.00158143137466),0.405847416293 (0.00873161444776),0.429889584161 (0.00765693350493),0.360676159238 (0.00804054030674),0.327197009452 (0.00869810018594),0.215552864074 (0.00552079532357),0.159641882115 (0.00384284208383),0.144150856522 (0.0032825521306),0.129431676865 (0.000652704787135),2.8834197998 (0.0634928999065)
0.851479540351 (0.00315394555095),0.937026666667 (0.00117594406519),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.475549633578 (0.0155696644399),0.357147617461 (0.0106493580069),0.238093651058 (0.00673880762666),0.204746033862 (0.00584305528364),0.121311912539 (0.00311174799112),0.0866253345756 (0.00201834714535),0.077365279614 (0.00196986236373),0.355941020422 (0.00633633631757),0.534465186817 (0.00649148751626),0.712491038733 (0.00598718782662),0.765839746372 (0.00600575629139),0.907507143098 (0.00283426144801),0.972288777559 (0.00335973612205),0.985413362231 (0.00242556373028),0.407085541192 (0.00915277936738),0.42811546349 (0.00915281746989),0.35687777759 (0.00807752755859),0.323078375074 (0.00765707768524),0.214002310879 (0.00489087712548),0.159071010015 (0.00340242439811),0.143461207288 (0.00340189474459),0.134849786758 (0.000603626800642),2.98203058243 (0.0417958660009)
0.840154126458 (0.00454480717242),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.455962636607 (0.0285748932858),0.343490351228 (0.00883181358977),0.22891241702 (0.00531317497957),0.199013277004 (0.00473963153298),0.099945723522 (0.0103922044663),0.0795013309824 (0.00659268316281),0.0686661866089 (0.00481631078995),0.344509431514 (0.0157643451846),0.530098793727 (0.0107897539713),0.703388396527 (0.0144125168018),0.756417146571 (0.0082387421188),0.933526480108 (0.0210526832525),0.975208248111 (0.0128094556042),0.995254237288 (0.00949152542373),0.39236148669 (0.0199631809868),0.416754650493 (0.00730926871759),0.345344829295 (0.00611075113846),0.315100277201 (0.00641163461973),0.180307384632 (0.0162155422947),0.146926358751 (0.0112428124302),0.128419636574 (0.00828956704271),0.15382976532 (0.00193879259182),0.536651754379 (0.0464876849019)
