AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.65112390849 (0.0261423238539),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.194901093108 (0.086685297537),0.134205807102 (0.0177928730002),0.112196046498 (0.0111334431253),0.0993733514126 (0.0152157124007),0.0863666239349 (0.00458879901572),0.0729934325194 (0.00436558598923),0.0704977012283 (0.00361228600831),0.252588878464 (0.0775451157854),0.357872374794 (0.102046115785),0.474881341744 (0.0963903013379),0.654067052713 (0.154055607996),0.801554706069 (0.0904689420803),0.957043559095 (0.0217414267453),0.976891153835 (0.0176877837226),0.203945545444 (0.0554401606883),0.190790605854 (0.018219671715),0.179534849336 (0.0140211187664),0.170159155523 (0.0190912688699),0.155641783018 (0.00685282395747),0.135584296917 (0.00736794542257),0.131467075105 (0.00612282855643),0.140114164352 (0.0013387487541),0.295894241333 (0.0047187734503)
0.687279820854 (0.06824959297),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.218483782991 (0.12131639524),0.180179385597 (0.0746208778175),0.135770788128 (0.0458591478044),0.123500973337 (0.0389025098987),0.0876512069053 (0.0036767822131),0.0767731273213 (0.00527372881906),0.0702630545571 (0.0029003642758),0.310944292052 (0.0302158807163),0.371240982987 (0.0754152921371),0.568316767309 (0.204934610615),0.673444288165 (0.139801897328),0.813096595821 (0.0897611057165),0.941100088661 (0.0423306650975),0.979638752908 (0.0167290860253),0.236571396444 (0.0801287739498),0.239317587929 (0.0828201519725),0.213225895688 (0.065711064928),0.204574589011 (0.0546542179912),0.157996731707 (0.00548099314523),0.141871829538 (0.00885199455899),0.131097383167 (0.00493228355872),0.140166378021 (0.000882305203558),0.296492242813 (0.00608895872532)
0.652707471033 (0.0539916339936),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.176828112034 (0.104050837154),0.140844310211 (0.0373121571377),0.098557278869 (0.0212678419086),0.0895129264295 (0.0128327557079),0.0795796327352 (0.0111738514249),0.0705764577281 (0.00568406271273),0.067503530184 (0.00215280249098),0.303810674946 (0.113214324941),0.372051217124 (0.149646559731),0.611963461358 (0.233535600189),0.710707893464 (0.193667685722),0.845031159756 (0.10528838208),0.971701911231 (0.0345146609543),0.995354462003 (0.00788648686303),0.20757209276 (0.0863421555352),0.200699288052 (0.0598063255424),0.1636506005 (0.026364323468),0.156421632821 (0.0175401156018),0.144849933258 (0.0178200405967),0.131482758026 (0.00953112134014),0.126421878052 (0.00373419736192),0.140623998642 (0.00095956979733),0.298207330704 (0.00525053165887)
0.83211881156 (0.00705837229528),0.93416 (0.000998087059218),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442196398424 (0.0181199396727),0.338906546562 (0.00987700509992),0.222242693326 (0.00759353278229),0.193423180917 (0.00638980618661),0.114026806477 (0.00422893830594),0.0799950695233 (0.0033857726255),0.0716430435013 (0.00215470109317),0.342649807838 (0.0211644627818),0.514218052885 (0.00903536655127),0.70020727115 (0.0214796907015),0.752457048627 (0.0173615604758),0.900339334611 (0.0138532865709),0.9616329986 (0.0114056854393),0.975472306982 (0.00533775956537),0.385974880294 (0.0193197792027),0.408509785486 (0.00945092546067),0.337211295317 (0.0079333244306),0.307625422299 (0.00758555286744),0.202375504043 (0.00657532540086),0.147674647988 (0.00568793173089),0.133473897679 (0.00372883251436),0.00583577156067 (0.00316050531409),0.321879243851 (0.0245406895956)
0.781802974913 (0.00499612825623),0.929766666667 (0.000821380951001),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=20,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.399743596548 (0.0132183976217),0.315491879485 (0.00836832488426),0.216403130169 (0.00601237001583),0.18685591174 (0.00549367164479),0.109406480345 (0.00309993951194),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.300663734205 (0.0048979704106),0.476015465821 (0.00907620666292),0.649952044439 (0.00667931135425),0.705216906438 (0.00817433338349),0.821493489609 (0.00687515253987),1.0 (0.0),1.0 (0.0),0.343146992108 (0.00753819556019),0.379439397303 (0.00827184995249),0.324666319447 (0.00732510527802),0.295401793402 (0.00725560365847),0.193085377159 (0.00496321735629),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00605416297913 (0.000163243722958),0.327086210251 (0.0179976724911)
0.835786933368 (0.00329410397685),0.934113333333 (0.00160369018898),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.446474789282 (0.0209693435744),0.343136484914 (0.00862532271183),0.219683022166 (0.00790846226223),0.193356499174 (0.00594369056842),0.112991895785 (0.00295493199005),0.0824317619311 (0.00286817507366),0.0708773214719 (0.00264060867712),0.336974388773 (0.00992901283355),0.517252012182 (0.0073127886325),0.703675500538 (0.0111934712192),0.759278985262 (0.0111310102057),0.906652493198 (0.00900919238663),0.964147358028 (0.00376185778385),0.980283010495 (0.00419831417526),0.384023039234 (0.0139530513959),0.412509141874 (0.00710936526511),0.334747848205 (0.00930338945822),0.308153121242 (0.00737715105028),0.2009229568 (0.00462028854241),0.151862314077 (0.0048265728088),0.132183094718 (0.00457283136468),0.00447273254395 (0.000430910671941),0.328416919708 (0.0401539326268)
0.832281884995 (0.00389146084293),0.93388 (0.00103507380306),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.438756322676 (0.00867026870077),0.336374096759 (0.0118073179164),0.222944691217 (0.00678361088513),0.191499557707 (0.00408965767456),0.116871306132 (0.00291120514284),0.0839257708252 (0.00228726086165),0.0722025338922 (0.0045331217331),0.346822865301 (0.0154003173457),0.512034985084 (0.00481713727139),0.697691593236 (0.0207417745675),0.756433375724 (0.00955669999895),0.896306154881 (0.00862247242041),0.955618451236 (0.00520391743681),0.972331470392 (0.0040276442372),0.387277925468 (0.0117708079451),0.405880493106 (0.00862151129517),0.337704754664 (0.00595623536925),0.305572908405 (0.00449695921326),0.206759552877 (0.00443290463858),0.154292587923 (0.00388733799686),0.13438592378 (0.00785576332395),0.00468330383301 (0.00107406009595),0.3324198246 (0.0144007491452)
0.834993467108 (0.00417836271448),0.9345 (0.00103387082795),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.434727404308 (0.00808710968427),0.337570689868 (0.00529089201505),0.225996717962 (0.00622498713591),0.193961016704 (0.00791191485432),0.116568349344 (0.00292545233258),0.0805105700224 (0.00250492771351),0.0747808506262 (0.00206793891949),0.338268160592 (0.013115715038),0.515332348611 (0.0120321822999),0.693111930585 (0.0121717165304),0.757004586221 (0.0135786754623),0.902465082768 (0.00532802117834),0.963887593262 (0.00646652746333),0.973765907746 (0.00677060573891),0.380390907238 (0.0104987628945),0.407900111874 (0.00705572202691),0.340740062566 (0.00608573149975),0.308647499033 (0.00937374684095),0.2064496843 (0.00447317256731),0.148593779401 (0.00419088827569),0.138885665562 (0.00352629529497),0.0046977519989 (0.000790382702746),0.333196210861 (0.0214629513855)
0.840829899796 (0.00517371056002),0.934733333333 (0.00117208266678),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.439418894139 (0.0115972144985),0.336892162882 (0.00895647984382),0.226080719347 (0.00797251301099),0.193444986054 (0.00872049142304),0.114739653495 (0.00334969169267),0.0786531636797 (0.0077662000382),0.072066235815 (0.00472458685108),0.33957901233 (0.0101718406636),0.511114088908 (0.0125676856888),0.703161574154 (0.011832280561),0.769146155212 (0.0138195872657),0.914506647269 (0.0121630335325),0.973602210445 (0.0108800928065),0.985098307111 (0.00594073715113),0.383024750632 (0.00946165596919),0.405977235412 (0.00767325644189),0.342029981234 (0.00878521648156),0.308977214799 (0.0107142299851),0.203870401312 (0.00516834482538),0.145430379957 (0.0133070183883),0.134263779128 (0.0081733843972),0.00449895858765 (0.000547780100582),0.341215610504 (0.0266313313059)
0.84071813126 (0.0038834340398),0.934766666667 (0.00132211951048),"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.442735095882 (0.0199873745981),0.335653913056 (0.0110803877125),0.223611142643 (0.00619767961746),0.198018020078 (0.00406088948164),0.11696100459 (0.00394042276033),0.0834337108905 (0.00105027637565),0.0735229836013 (0.00354760894928),0.339546886999 (0.0060085555461),0.522054900036 (0.00587366353153),0.705503691605 (0.01557596673),0.760212124186 (0.00706396066973),0.910272828931 (0.00942934357662),0.964705748428 (0.00484610932756),0.980567007195 (0.00322374879061),0.384210914657 (0.0104652682262),0.408435580997 (0.00741177942774),0.33945479294 (0.00602060287324),0.314166962635 (0.00507608423712),0.207258358512 (0.00612491794288),0.153583829836 (0.00184015387257),0.13676774911 (0.0061384905255),0.00463418960571 (0.000643351839297),0.343038034439 (0.0177061058561)
0.829900294837 (0.00659582390861),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.459731659847 (0.0139630518316),0.319671083704 (0.0297343424151),0.216539633062 (0.00895186626133),0.197341853429 (0.00708158711022),0.0948038175952 (0.00239995147112),0.0759052287864 (0.00804219637054),0.06684 (0.00160518603975),0.347760512493 (0.00697455255155),0.555469406931 (0.0250333922968),0.69133524409 (0.00983989989213),0.756366683201 (0.0115084284659),0.935883857049 (0.0115378522212),0.975490078822 (0.0204567856218),1.0 (0.0),0.395901389064 (0.00815383058195),0.404100726245 (0.0185484824932),0.329696655521 (0.0110038490467),0.312915022183 (0.00858327597615),0.172151808343 (0.00388872808761),0.14070073012 (0.0136883854599),0.125300392819 (0.00282143439235),0.139508581161 (0.00132202213016),0.343587112427 (0.0671273546916)
0.831190245415 (0.00586949714401),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.454156078722 (0.00882881905509),0.323997631563 (0.0208129943006),0.215275089125 (0.0155453981769),0.18735989111 (0.0209583818713),0.0974136830702 (0.00500825173397),0.0732190284641 (0.00920280518534),0.06684 (0.00160518603975),0.355009251865 (0.0144329376742),0.549742344498 (0.0210586151556),0.716922263084 (0.0191214852578),0.763921381535 (0.0233574245955),0.927800411887 (0.0189575074275),0.985192875386 (0.0184147739089),1.0 (0.0),0.39827824532 (0.00911863749335),0.406748991433 (0.0120521982129),0.330580179283 (0.0164542694341),0.299967588335 (0.0266250149122),0.176238031016 (0.00787765574682),0.136124565379 (0.0156991626319),0.125300392819 (0.00282143439235),0.140433597565 (4.74673129046e-05),0.344762420654 (0.0535205398723)
0.832346154761 (0.00715429171288),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.446973140794 (0.0139049576807),0.345615355655 (0.0106287737978),0.207315133108 (0.00829538594225),0.197948645024 (0.0066509665891),0.0983409088186 (0.00481646860654),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.347535915793 (0.00961835548905),0.526238510557 (0.0112773073014),0.736237478596 (0.0298529870833),0.767677250837 (0.0121269066044),0.924886184876 (0.0235224010468),1.0 (0.0),1.0 (0.0),0.390993636437 (0.0107567920771),0.417161457091 (0.0103320118644),0.323253825039 (0.00868310104247),0.314694597565 (0.00892321505742),0.177697469002 (0.00748396169649),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.140571832657 (0.000660361982936),0.351047182083 (0.0728358243824)
0.838238020058 (0.00487016398731),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.453647484046 (0.019928293741),0.337383839504 (0.0137655148818),0.219040565142 (0.0147461672063),0.198997368269 (0.00775290357582),0.0968142351558 (0.00422078419342),0.0758665161781 (0.00681965923502),0.06684 (0.00160518603975),0.347337449241 (0.00978548973934),0.54406624395 (0.0114890406446),0.724608556128 (0.0263922539216),0.754316828859 (0.00759191584711),0.933953337798 (0.0210680081444),0.980955714724 (0.0156899889788),1.0 (0.0),0.393342995299 (0.0126730633829),0.41622038357 (0.0093788872522),0.335972143528 (0.0168414549076),0.31484764173 (0.00999860670188),0.175381362393 (0.00659799447638),0.140736851488 (0.0116280767262),0.125300392819 (0.00282143439235),0.139621782303 (0.00146410170464),0.364126205444 (0.0519348427878)
0.838777463074 (0.00407314796608),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.437254753649 (0.0166205936364),0.328776154334 (0.0144599346346),0.211185700708 (0.016433916477),0.182047694042 (0.0139622525338),0.0965672923681 (0.00800755567468),0.0704145749267 (0.00793304479121),0.06684 (0.00160518603975),0.338121735631 (0.00465840957052),0.544479842938 (0.017320520348),0.708343645949 (0.0228775419037),0.779652430154 (0.0402600875503),0.94430581084 (0.0145112840311),0.995205479452 (0.00958904109589),1.0 (0.0),0.381143963537 (0.00526908950431),0.409621796509 (0.0105083076658),0.324777037425 (0.0181451508948),0.294552388135 (0.0166146985801),0.175074816676 (0.0128557963456),0.131401957605 (0.0135878300169),0.125300392819 (0.00282143439235),0.139151382446 (0.001468206446),0.373307132721 (0.0522287854831)
0.820170948516 (0.00500921044187),0.93356 (0.00148942942095),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.452361207319 (0.0126911756984),0.342150432985 (0.00828517533652),0.221338823842 (0.00628888986891),0.188949058862 (0.0047328752348),0.114162840788 (0.00201367148453),0.0847067694583 (0.00217021846131),0.0753372898034 (0.00259206682143),0.339007936885 (0.00376834514225),0.512224025218 (0.00759067677482),0.672387387013 (0.0119770976947),0.717892699652 (0.00554407712031),0.866151562089 (0.00923493052286),0.956877312327 (0.00674129270664),0.980924430982 (0.00320900936336),0.38751240352 (0.00635428064387),0.410201783839 (0.00705828525378),0.332925879222 (0.00611535768162),0.29912195129 (0.00585959497415),0.201728025192 (0.00317885275422),0.155628976519 (0.00368912477258),0.139917589651 (0.00447836461996),0.141054916382 (0.000981911400872),0.391420269012 (0.00519410495401)
0.820305150828 (0.00455211293957),0.933546666667 (0.00152746703911),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.455707646301 (0.0143299732587),0.342334609784 (0.00857719401363),0.223772747634 (0.00494952512524),0.190741574481 (0.00553830696576),0.114835772073 (0.00317076854308),0.083783784229 (0.00191675969216),0.0765494654384 (0.00194617831738),0.341193881498 (0.0059489396562),0.513200470227 (0.00753362095809),0.675660433003 (0.00351642307323),0.715984506562 (0.00450226585515),0.861626614766 (0.00928654234009),0.958364349211 (0.00555099981565),0.97812519177 (0.00201741165536),0.390168164834 (0.0083817310766),0.410653709221 (0.00754663081872),0.336163002751 (0.00550652257691),0.301199822722 (0.00715769551602),0.202648521693 (0.00505924367614),0.15408995661 (0.00325218335953),0.141981278925 (0.00336328822256),0.140806531906 (0.000841766843987),0.394448041916 (0.00660152207534)
0.839101430728 (0.000608660201656),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.444043151925 (0.0158129204444),0.335858023557 (0.0115430808473),0.209609871641 (0.0183662938748),0.181612778273 (0.00944147357621),0.0903900036335 (0.00323387024397),0.0694253694669 (0.00561420923091),0.06684 (0.00160518603975),0.342343804961 (0.0116577643688),0.534669719272 (0.0118987731062),0.710097881704 (0.0457066454629),0.798122315084 (0.0297673739036),0.956865698826 (0.00563799594557),0.993855302279 (0.012289395441),1.0 (0.0),0.386528573453 (0.0120872304757),0.412399046932 (0.00959129502054),0.322410512778 (0.018326239384),0.295550796245 (0.0104039220478),0.165154899766 (0.00532871848115),0.129715837678 (0.0096229393803),0.125300392819 (0.00282143439235),0.140151166916 (0.000672883135963),0.399019432068 (0.00643391335891)
0.842207404583 (0.00369567508515),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.44539046197 (0.00929381705376),0.331847308913 (0.0161434463772),0.216889486054 (0.0138726782163),0.185413127012 (0.0111124324823),0.102859139886 (0.0134010716196),0.0723986596428 (0.00713647974484),0.0686659854977 (0.002845750594),0.345686624712 (0.00834055669005),0.549800450986 (0.012544976194),0.710799998755 (0.0248767237923),0.783833587663 (0.0287574430885),0.933945655838 (0.0262050421463),0.98841245308 (0.0141940145289),0.9961875322 (0.00762493560021),0.389228267434 (0.00822981028531),0.413540387147 (0.0125101127391),0.331929890537 (0.0152680052356),0.299580919778 (0.0135040787236),0.184897160104 (0.0210629233997),0.134806956264 (0.0122035951415),0.128457915728 (0.00490628828464),0.140531396866 (0.00038767607589),0.401310586929 (0.0128261191379)
0.837022456661 (0.00326185016958),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=25, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.4412912522 (0.0161580233112),0.328928132749 (0.00770955976008),0.209910398479 (0.0183437443319),0.186626883627 (0.0097378915333),0.09892652973 (0.0119355240958),0.0749201775244 (0.0064220114256),0.06684 (0.00160518603975),0.339835997356 (0.0130481414342),0.536047020857 (0.0213096508748),0.710899582037 (0.0348142745756),0.772074393913 (0.0280769536066),0.931148084447 (0.0234808807341),0.983328849266 (0.0141337185097),1.0 (0.0),0.383869368093 (0.0129323078272),0.407635819332 (0.011579721347),0.323174474648 (0.0195290338626),0.300292007661 (0.0115410004485),0.178536026427 (0.0189031709674),0.139143045935 (0.0109679270343),0.125300392819 (0.00282143439235),0.140517568588 (0.000184163782784),0.404196596146 (0.00457514941818)
0.761685084255 (0.00539286045873),0.928733333333 (0.00153231850475),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=50, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.390007189427 (0.0120398097656),0.30158211467 (0.0099047314013),0.20490938005 (0.00584248227403),0.176921331074 (0.0052470526725),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.06684 (0.00160518603975),0.294998014307 (0.00557021276235),0.453560484848 (0.00611501996595),0.617899372945 (0.0102905080891),0.665525653298 (0.00929994222086),1.0 (0.0),1.0 (0.0),1.0 (0.0),0.335870691947 (0.00743761242601),0.362227868283 (0.00875987883082),0.307725742102 (0.00735607546712),0.279504773735 (0.00705120975997),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.125300392819 (0.00282143439235),0.00620226860046 (0.000523882855002),0.416703033447 (0.0422061557184)
0.830178842891 (0.00674169528371),0.934573333333 (0.00116798021292),"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='sqrt', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=20, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.443963600518 (0.0102002327884),0.342435619723 (0.0120877551147),0.219401659528 (0.00915863799965),0.196304676996 (0.00620120796092),0.117289266541 (0.00270696321597),0.0819160798073 (0.0026453931796),0.072660565751 (0.0031743945194),0.340266308069 (0.00811178414599),0.517019788569 (0.0117862782776),0.699181445499 (0.0185338442295),0.747312346846 (0.00892094760187),0.897942474566 (0.00786269418338),0.952336592705 (0.00824917034286),0.965254020734 (0.00515920106811),0.385156522316 (0.00653596497408),0.411933295972 (0.0116727436962),0.333762587866 (0.00940380056218),0.310855811831 (0.00747215799302),0.207469166453 (0.00434005849593),0.150842809232 (0.00446734972647),0.135131033421 (0.00548704893436),0.00686812400818 (0.00340285025615),0.445408201218 (0.0309876529501)
0.839041372269 (0.00535456202644),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.453371663608 (0.0202767842527),0.343815738976 (0.0127038061444),0.226444633682 (0.0115075181735),0.197396638427 (0.00682130296911),0.102306509204 (0.0105144842957),0.0816691053429 (0.00209921593634),0.0684177495866 (0.00433863560806),0.342823966108 (0.00806232733998),0.527304171176 (0.00495332149273),0.688039538 (0.018494814331),0.756973580485 (0.0101944021408),0.929091724114 (0.0197739124815),0.967489100584 (0.00423618524328),0.996222760291 (0.00755447941889),0.390353131108 (0.0123787433096),0.416084066273 (0.0093966632468),0.340661552902 (0.0147699192194),0.313048296386 (0.00831563601789),0.184065634223 (0.0164814588489),0.150616744396 (0.00358464160677),0.128003269592 (0.0074903536516),0.153327322006 (0.00156610165496),0.514938402176 (0.0101216221636)
0.840154126458 (0.00454480717242),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.455962636607 (0.0285748932858),0.343490351228 (0.00883181358977),0.22891241702 (0.00531317497957),0.199013277004 (0.00473963153298),0.099945723522 (0.0103922044663),0.0795013309824 (0.00659268316281),0.0686661866089 (0.00481631078995),0.344509431514 (0.0157643451846),0.530098793727 (0.0107897539713),0.703388396527 (0.0144125168018),0.756417146571 (0.0082387421188),0.933526480108 (0.0210526832525),0.975208248111 (0.0128094556042),0.995254237288 (0.00949152542373),0.39236148669 (0.0199631809868),0.416754650493 (0.00730926871759),0.345344829295 (0.00611075113846),0.315100277201 (0.00641163461973),0.180307384632 (0.0162155422947),0.146926358751 (0.0112428124302),0.128419636574 (0.00828956704271),0.15382976532 (0.00193879259182),0.536651754379 (0.0464876849019)
0.641538673527 (0.00680327221975),0.932993333333 (0.00166471886182),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='distance')",0.156695536309 (0.00490296322264),0.136754415195 (0.00596309589024),0.1208131978 (0.0046288433409),0.11505132649 (0.00339680088611),0.0913005799613 (0.00238781066168),0.0776854362028 (0.00189660548041),0.0736833849653 (0.00193258527352),0.117320057648 (0.00340016010536),0.204649569069 (0.00702940271841),0.361577768368 (0.0115690187479),0.430416615585 (0.00936399410754),0.68301872858 (0.00657335541342),0.871732278326 (0.00356092979041),0.937014226155 (0.0025524936765),0.134159672529 (0.00369276224846),0.163928042515 (0.00629305049542),0.181092151046 (0.00639495441732),0.181551351823 (0.00477045585168),0.161060826767 (0.00379150828456),0.142651573633 (0.00320759114574),0.136617897848 (0.00334611181918),12.008452177 (0.0670967738254),0.735892534256 (0.0121845146968)
0.619401744024 (0.00480326496984),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='uniform')",0.129477251371 (0.007041194244),0.116350109673 (0.00323325151937),0.107668843355 (0.00259168924648),0.104979765895 (0.00268653380496),0.0877915241506 (0.00190549968199),0.0757258660086 (0.00182378899381),0.0723040771629 (0.00176650269312),0.10214166732 (0.00370744246436),0.181071070846 (0.00479531309918),0.333603724125 (0.00824052851528),0.397419457552 (0.00655391267346),0.668277991741 (0.0111127230781),0.863107149576 (0.00763838635809),0.928687480665 (0.00595087528072),0.114159639741 (0.00471355329698),0.141662391807 (0.00374794652415),0.162771395944 (0.00342041172766),0.166070817059 (0.00362587291623),0.155183205791 (0.0029918385953),0.139232647288 (0.00316790005171),0.134157306969 (0.00304728384301),11.9175450325 (0.198405981534),0.739014387131 (0.0190776695397)
